Vardas              Pavarde             Galutinis (med.)  
Vardenis8460        Pavardenis8460      4.50              
Vardenis8462        Pavardenis8462      1.50              
Vardenis8463        Pavardenis8463      4.00              
Vardenis8467        Pavardenis8467      3.00              
Vardenis8472        Pavardenis8472      4.00              
Vardenis8480        Pavardenis8480      4.00              
Vardenis8484        Pavardenis8484      4.00              
Vardenis8492        Pavardenis8492      3.50              
Vardenis8495        Pavardenis8495      4.50              
Vardenis8496        Pavardenis8496      3.00              
Vardenis8498        Pavardenis8498      4.50              
Vardenis8500        Pavardenis8500      4.50              
Vardenis8501        Pavardenis8501      4.00              
Vardenis8506        Pavardenis8506      4.00              
Vardenis8509        Pavardenis8509      4.50              
Vardenis8511        Pavardenis8511      4.50              
Vardenis8513        Pavardenis8513      3.50              
Vardenis8515        Pavardenis8515      3.50              
Vardenis8520        Pavardenis8520      2.00              
Vardenis8523        Pavardenis8523      4.50              
Vardenis8525        Pavardenis8525      4.50              
Vardenis8526        Pavardenis8526      2.50              
Vardenis8531        Pavardenis8531      3.00              
Vardenis8534        Pavardenis8534      4.00              
Vardenis8540        Pavardenis8540      4.00              
Vardenis8541        Pavardenis8541      4.50              
Vardenis8542        Pavardenis8542      4.00              
Vardenis8543        Pavardenis8543      3.50              
Vardenis8545        Pavardenis8545      4.50              
Vardenis8549        Pavardenis8549      4.00              
Vardenis8550        Pavardenis8550      4.00              
Vardenis8551        Pavardenis8551      3.50              
Vardenis8553        Pavardenis8553      4.00              
Vardenis8559        Pavardenis8559      3.00              
Vardenis8563        Pavardenis8563      3.50              
Vardenis8564        Pavardenis8564      4.00              
Vardenis8567        Pavardenis8567      2.50              
Vardenis8568        Pavardenis8568      3.00              
Vardenis8574        Pavardenis8574      2.00              
Vardenis8583        Pavardenis8583      4.00              
Vardenis8584        Pavardenis8584      4.50              
Vardenis8587        Pavardenis8587      2.00              
Vardenis8591        Pavardenis8591      4.00              
Vardenis8592        Pavardenis8592      3.50              
Vardenis8596        Pavardenis8596      4.50              
Vardenis8597        Pavardenis8597      4.00              
Vardenis8599        Pavardenis8599      4.50              
Vardenis8600        Pavardenis8600      4.00              
Vardenis8605        Pavardenis8605      4.00              
Vardenis8607        Pavardenis8607      4.50              
Vardenis8609        Pavardenis8609      3.50              
Vardenis8613        Pavardenis8613      4.00              
Vardenis8617        Pavardenis8617      4.00              
Vardenis8622        Pavardenis8622      4.50              
Vardenis8624        Pavardenis8624      4.00              
Vardenis8626        Pavardenis8626      3.50              
Vardenis8627        Pavardenis8627      4.50              
Vardenis8630        Pavardenis8630      4.50              
Vardenis8631        Pavardenis8631      3.50              
Vardenis8633        Pavardenis8633      3.50              
Vardenis8637        Pavardenis8637      4.50              
Vardenis8638        Pavardenis8638      3.00              
Vardenis8639        Pavardenis8639      3.50              
Vardenis8640        Pavardenis8640      3.50              
Vardenis8641        Pavardenis8641      4.50              
Vardenis8653        Pavardenis8653      3.50              
Vardenis8655        Pavardenis8655      3.00              
Vardenis8656        Pavardenis8656      3.00              
Vardenis8657        Pavardenis8657      4.50              
Vardenis8662        Pavardenis8662      4.00              
Vardenis8666        Pavardenis8666      3.50              
Vardenis8671        Pavardenis8671      3.50              
Vardenis8672        Pavardenis8672      4.00              
Vardenis8673        Pavardenis8673      3.00              
Vardenis8677        Pavardenis8677      4.50              
Vardenis8682        Pavardenis8682      4.50              
Vardenis8688        Pavardenis8688      4.00              
Vardenis8693        Pavardenis8693      3.00              
Vardenis8706        Pavardenis8706      4.00              
Vardenis8710        Pavardenis8710      4.00              
Vardenis8713        Pavardenis8713      4.00              
Vardenis8717        Pavardenis8717      4.50              
Vardenis8719        Pavardenis8719      4.50              
Vardenis8732        Pavardenis8732      4.00              
Vardenis8733        Pavardenis8733      3.00              
Vardenis8735        Pavardenis8735      4.50              
Vardenis8738        Pavardenis8738      4.00              
Vardenis8740        Pavardenis8740      4.50              
Vardenis8749        Pavardenis8749      4.00              
Vardenis8750        Pavardenis8750      4.50              
Vardenis8753        Pavardenis8753      4.50              
Vardenis8755        Pavardenis8755      4.50              
Vardenis8758        Pavardenis8758      3.50              
Vardenis8760        Pavardenis8760      4.00              
Vardenis8761        Pavardenis8761      4.50              
Vardenis8762        Pavardenis8762      3.00              
Vardenis8769        Pavardenis8769      2.00              
Vardenis8773        Pavardenis8773      4.50              
Vardenis8776        Pavardenis8776      4.00              
Vardenis8783        Pavardenis8783      4.50              
Vardenis8784        Pavardenis8784      4.00              
Vardenis8785        Pavardenis8785      3.50              
Vardenis8791        Pavardenis8791      3.50              
Vardenis8794        Pavardenis8794      3.00              
Vardenis8795        Pavardenis8795      2.50              
Vardenis8797        Pavardenis8797      4.50              
Vardenis8805        Pavardenis8805      4.50              
Vardenis8807        Pavardenis8807      3.50              
Vardenis8808        Pavardenis8808      3.50              
Vardenis8810        Pavardenis8810      4.50              
Vardenis8811        Pavardenis8811      3.50              
Vardenis8815        Pavardenis8815      4.00              
Vardenis8818        Pavardenis8818      4.50              
Vardenis8819        Pavardenis8819      4.50              
Vardenis8823        Pavardenis8823      4.50              
