Vardas              Pavarde             Galutinis (vid.)  
Vardenis62546       Pavardenis62546     3.68              
Vardenis62547       Pavardenis62547     3.84              
Vardenis62552       Pavardenis62552     4.28              
Vardenis62553       Pavardenis62553     3.84              
Vardenis62554       Pavardenis62554     4.32              
Vardenis62558       Pavardenis62558     3.88              
Vardenis62560       Pavardenis62560     2.52              
Vardenis62561       Pavardenis62561     3.52              
Vardenis62564       Pavardenis62564     3.80              
Vardenis62565       Pavardenis62565     4.56              
Vardenis62566       Pavardenis62566     4.68              
Vardenis62571       Pavardenis62571     4.32              
Vardenis62574       Pavardenis62574     2.68              
Vardenis62578       Pavardenis62578     2.88              
Vardenis62579       Pavardenis62579     3.56              
Vardenis62582       Pavardenis62582     2.64              
Vardenis62585       Pavardenis62585     4.12              
Vardenis62586       Pavardenis62586     4.40              
Vardenis62590       Pavardenis62590     3.08              
Vardenis62591       Pavardenis62591     3.32              
Vardenis62592       Pavardenis62592     3.16              
Vardenis62593       Pavardenis62593     3.20              
Vardenis62595       Pavardenis62595     3.16              
Vardenis62596       Pavardenis62596     2.88              
Vardenis62597       Pavardenis62597     3.88              
Vardenis62607       Pavardenis62607     4.60              
Vardenis62608       Pavardenis62608     3.56              
Vardenis62610       Pavardenis62610     3.12              
Vardenis62611       Pavardenis62611     3.64              
Vardenis62618       Pavardenis62618     4.44              
Vardenis62619       Pavardenis62619     3.84              
Vardenis62623       Pavardenis62623     4.76              
Vardenis62624       Pavardenis62624     4.44              
Vardenis62625       Pavardenis62625     2.96              
Vardenis62627       Pavardenis62627     4.48              
Vardenis62628       Pavardenis62628     4.40              
Vardenis62630       Pavardenis62630     3.40              
Vardenis62633       Pavardenis62633     3.32              
Vardenis62634       Pavardenis62634     3.00              
Vardenis62635       Pavardenis62635     2.56              
Vardenis62637       Pavardenis62637     2.80              
Vardenis62639       Pavardenis62639     4.32              
Vardenis62641       Pavardenis62641     4.96              
Vardenis62643       Pavardenis62643     4.60              
Vardenis62644       Pavardenis62644     4.68              
Vardenis62645       Pavardenis62645     4.40              
Vardenis62648       Pavardenis62648     2.76              
Vardenis62649       Pavardenis62649     2.92              
Vardenis62653       Pavardenis62653     3.76              
Vardenis62655       Pavardenis62655     3.60              
Vardenis62656       Pavardenis62656     4.04              
Vardenis62658       Pavardenis62658     3.92              
Vardenis62659       Pavardenis62659     3.60              
Vardenis62663       Pavardenis62663     4.16              
Vardenis62664       Pavardenis62664     4.92              
Vardenis62665       Pavardenis62665     2.04              
Vardenis62668       Pavardenis62668     3.92              
Vardenis62670       Pavardenis62670     3.32              
Vardenis62672       Pavardenis62672     3.40              
Vardenis62677       Pavardenis62677     3.48              
Vardenis62680       Pavardenis62680     4.84              
Vardenis62683       Pavardenis62683     3.52              
Vardenis62684       Pavardenis62684     3.24              
Vardenis62685       Pavardenis62685     2.48              
Vardenis62689       Pavardenis62689     3.36              
Vardenis62694       Pavardenis62694     4.28              
Vardenis62695       Pavardenis62695     4.36              
Vardenis62699       Pavardenis62699     4.88              
Vardenis62700       Pavardenis62700     3.88              
Vardenis62702       Pavardenis62702     3.84              
Vardenis62704       Pavardenis62704     3.12              
Vardenis62705       Pavardenis62705     4.84              
Vardenis62709       Pavardenis62709     2.84              
Vardenis62710       Pavardenis62710     3.20              
Vardenis62713       Pavardenis62713     4.68              
Vardenis62716       Pavardenis62716     4.52              
Vardenis62719       Pavardenis62719     4.28              
Vardenis62722       Pavardenis62722     2.52              
Vardenis62725       Pavardenis62725     3.68              
Vardenis62726       Pavardenis62726     3.20              
Vardenis62728       Pavardenis62728     2.96              
Vardenis62730       Pavardenis62730     3.80              
Vardenis62731       Pavardenis62731     4.64              
Vardenis62732       Pavardenis62732     3.04              
Vardenis62733       Pavardenis62733     2.96              
Vardenis62734       Pavardenis62734     3.80              
Vardenis62740       Pavardenis62740     4.76              
Vardenis62744       Pavardenis62744     3.92              
Vardenis62747       Pavardenis62747     3.40              
Vardenis62748       Pavardenis62748     4.60              
Vardenis62749       Pavardenis62749     3.48              
Vardenis62750       Pavardenis62750     3.76              
Vardenis62751       Pavardenis62751     4.80              
Vardenis62753       Pavardenis62753     2.52              
Vardenis62754       Pavardenis62754     4.44              
Vardenis62756       Pavardenis62756     4.20              
Vardenis62760       Pavardenis62760     4.24              
Vardenis62761       Pavardenis62761     4.44              
Vardenis62762       Pavardenis62762     4.00              
Vardenis62768       Pavardenis62768     4.40              
Vardenis62769       Pavardenis62769     2.64              
Vardenis62771       Pavardenis62771     3.08              
Vardenis62776       Pavardenis62776     2.52              
Vardenis62778       Pavardenis62778     4.72              
Vardenis62782       Pavardenis62782     3.60              
Vardenis62783       Pavardenis62783     4.80              
Vardenis62789       Pavardenis62789     4.56              
Vardenis62791       Pavardenis62791     4.92              
Vardenis62792       Pavardenis62792     3.80              
Vardenis62794       Pavardenis62794     3.24              
Vardenis62796       Pavardenis62796     4.60              
Vardenis62800       Pavardenis62800     4.84              
Vardenis62805       Pavardenis62805     4.52              
Vardenis62807       Pavardenis62807     3.96              
Vardenis62812       Pavardenis62812     4.92              
